dbid,name,link,langs,catalog_type,access_mode,content_types,countries,owner_type,software,export_standard,add_date,update_date,catalog_export,description,owner_name,owner_link,search_index,storage_volume,dataset_count,api,api_link
openngisuz,Общественный геопортал Кадастрового агентства Республики Узбекистан,https://open.ngis.uz,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
giskgpkz,Геопортал Комитета по правовой статистике Генеральной прокуратуры Республики Казахстан,https://gis.kgp.kz,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gisnaoru,Единая геоинформационная система Ненецкого автономного округа,https://gisnao.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
maps29ru,Геопортал Архангельской облачти,https://maps29.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
mapgovvrnru,Геопортал Воронежской области,http://map.govvrn.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gistorisgovspbru,Геоинформационная система ТОРИС Санкт-Петербург,https://gis.toris.gov.spb.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gisgovmurmanru,Геоинформационный портал Мурманской области,http://gis.gov-murman.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
3dgorodru,Информационно-аналитическая система Нижегородской области «3D-Город»,https://3d-gorod.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gisogdnoru,ГИСОГД Нижегородской области,https://gisogdno.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
geogovrbru,Геопортал Республики Бурятия,http://geo.govrb.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gisrkomiru,Геопортал Республики Коми,https://gis.rkomi.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
wwwtverru,ArcGIS геосервер Администрации города Твери,https://www.tver.ru/ArcGIS/rest/services,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
meteodvru,Геоинформационный портал Дальневосточного региона РФ,https://meteo-dv.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
kartayanaoru,Единая картографическая система Ямало-Ненецкого автономного округа,https://karta.yanao.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
mapskpokz,Геопортал компании Карачаганак Петролиум Оперейтинг Б.В.,https://maps.kpo.kz,RU,Geoportal,Open,Dataset,Kazakhstan,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
aisgzkkz,Картографическая основа Управления Земельного кадастра и Автоматизированной информационной системы государственного земельного кадастра ,https://aisgzk.kz/aisgzk/ru/content/maps/,RU,Geoportal,Open,Dataset,Kazakhstan,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
gisesauletkz,Геоинформационный портал города Астана,https://gis.esaulet.kz,RU,Geoportal,Open,Dataset,Kazakhstan,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
bigksru,BI портал Росстата,http://bi.gks.ru,RU,Indicators catalog,Open,Indicator,Russian Federation,Government,BI Contour,,,,,,,,,,,,
opendatabelregionru,Портал открытых данных Правительства Белгородской области,https://opendata.belregion.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Bitrix,,,,,,,,,,,,
opendata48ru,Портал открытых данных Липецкой области,https://opendata48.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Bitrix,,,,,,,,,,,,
opendataadmrznru,Портал открытых данных города Рязани,http://opendata.admrzn.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Bitrix,,,,,,,,,,,,
dataadmhmaoru,Портал открытых данных Ханты-Мансийского автономного округа - Югры,https://data.admhmao.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Bitrix,,,,,,,,,,,,
esimoru,Единая Государственная Система Информации об Обстановке в Мировом океане,http://esimo.ru,RU,Scientific data repository,Open,Dataset,Russian Federation,Academy,Custom software,,,,,,,,,,,,
podgptlru,Портал открытых данных ДЗЗ,https://pod.gptl.ru/,RU,Open data portal,"Open,Limited",Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
dataportalbelstatgovby,Интерактивная информационно-аналитическая система распространения официальной статистической информации,http://dataportal.belstat.gov.by/,RU,Indicators catalog,Open,Indicator,Belarus,Government,Custom software,,,,,,,,,,,,
taldaustatgovkz,Талдау. Информационно-аналитическая система Бюро Национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан ,https://taldau.stat.gov.kz,"RU,KZ",Indicators catalog,Open,Indicator,Kazakhstan,Government,Custom software,,,,,,,,,,,,
dataegovkz,Портал открытых данных Республики Казахстан,https://data.egov.kz/,"RU,KZ",Open data portal,Limited,Dataset,Kazakhstan,Government,Custom software,,,,,,,,,,,,
opendatasmartalmatykz,Открытые данные Алматы (Smart Almaty),https://opendata.smartalmaty.kz/,"RU,KZ",Geoportal,Open,Dataset,Kazakhstan,Government,Custom software,,,,,,,,,,,,
wwwazstatorg,ASIS. Azerbajan statistical information service,https://www.azstat.org/portal/?lang=en,"EN,AZ",Indicators catalog,Open,Indicator,Azerbaijan,Government,Custom software,,,,,,,,,,,,
giswatergovkg,Геоинформационный портал о воде Кыргызской республики,https://gis.water.gov.kg,RU,Geoportal,Open,Dataset,Kyrgyzstan,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
siatstatuz,Портал статистики Республики Узбекистан,https://siat.stat.uz,"UZ,EN,RU",Indicators catalog,Open,Indicator,Uzbekistan,Government,Custom software,,,,,,,,,,,,
dshkuz,Геопортал ГИС ГГК Республики Узбекистан,https://dshk.uz/ru/main/,"UZ,EN,RU",Geoportal,Open,Dataset,Uzbekistan,Government,Custom software,,,,,,,,,,,,
openngisuz,Общественный геопортал Кадастрового агентства Республики Узбекистан,https://open.ngis.uz,"UZ,EN,RU",Geoportal,Open,Dataset,Uzbekistan,Government,ArcGIS Server,ArcGIS REST Services,,,,,,,,,,,
fgistpeconomygovru,Документы Федеральной государственной информационной системы территориального планирования,https://fgistp.economy.gov.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
wwwgisipru,"Геоинформационная система ""Индустриальные парки, технопарки, кластеры""",https://www.gisip.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
hagsnortheastru, Геопортал СВКНИИ ДВО РАН,http://hags.north-east.ru:8080/geoportal/catalog/main/home.page,RU,Geoportal,Open,Dataset,Russian Federation,Academy,Custom software,,,,,,,,,,,,
giskrasnru,Геопортал ИВМ СО РАН,http://gis.krasn.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Academy,Custom software,,,,,,,,,,,,
dshkuz,Геопортал ГИС ГГК Республики Узбекистан,https://dshk.uz/ru/main/,RU,Geoportal,Open,Dataset,Uzbekistan,Government,Custom software,,,,,,,,,,,,
fpdkgagovspbru,Фонд пространственных данных Санкт-Петербурга,https://fpd.kga.gov.spb.ru/case/map,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
geoportalklgdru,Геопортал города Калининграда,https://geoportal.klgd.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
giskurganoblru,Геоинформационный портал Курганской области,https://gis.kurganobl.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
mapvbglenoblru,Геопортал города Выборг,https://map.vbglenobl.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
gorodvlcru,Геоинформационный портал города Владивостока,https://gorod.vlc.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opengeopskovru,Геоинформационный портал Псковской области,https://opengeo.pskov.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
sakhagisru,Фонд пространственных данных Республики Саха Якутия,https://sakhagis.ru/material/search,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
sakhagisru,Геопортал Республики Саха-Якутия,https://sakhagis.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
gisrodonlandru,Геоинформационная система Ростовской области,https://gisro.donland.ru/index/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
geoportalsamregionru,Геопортал Самарской области,http://geoportal.samregion.ru/,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
mapsamadmru,Муниципальный геопортал города Самара,https://map.samadm.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
geoportalegov66ru,Геопортал Свердловской области,https://geoportal.egov66.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
mapscrruru,Геопортал ЮГРА ,https://maps.crru.ru/smaps/cmViewer.php,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
gisinf74ru,Геопортал Челябинской области,https://gis.inf74.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
geocapru,Региональный портал пространственных данных Чувашской Республики,https://geo.cap.ru,RU,Geoportal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatamkrfru,Портал открытых данных Министерства культуры Российской Федерации,https://opendata.mkrf.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
fedstatru,Реестр открытых данных ЕМИСС,https://fedstat.ru/opendata/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
dtpstatru,Карта ДТП,https://dtp-stat.ru,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
howoldisthishouse,"Проект ""How Old is this house""",https://how-old-is-this.house,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatabarnaulorg,Открытые данные города Барнаула,http://opendata.barnaul.org/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendataamuroblru,Открытые данные Амурской области,https://opendata.amurobl.ru,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatadvinalandru,Открытые данные Архангельской области,https://opendata.dvinaland.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatavolganetru,Открытые данные Волгоградской области,http://opendata.volganet.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
datagov35ru,Портал открытых данных Вологодской области,https://data.gov35.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatagovvrnru,Портал открытых данных Воронежской области,http://opendata.govvrn.ru/wps/portal/main,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
datamosru,Портал открытых данных города Москвы,https://data.mos.ru,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
datamosgorsudru,Официальный портал открытых данных судов общей юрисдикции города Москвы,https://data.mos-gorsud.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
datagovspbru,Портал открытых данных Санкт-Петербурга,http://data.gov.spb.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatakrdru,Портал открытых данных города Краснодара,https://opendata.krd.ru,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatakrasnodarru,Портал открытых данных Краснодарского края,http://opendata.krasnodar.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendatalenoblru,Портал открытых данных Ленинградской области,http://opendata.lenobl.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendata48ru,Открытые данные города Липецка,https://opendata48.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
opendata49govru,Открытые данные Магаданской области,https://opendata.49gov.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
openregiongovmurmanru,Открытый электронный регион Мурманской области,https://openregion.gov-murman.ru/,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,,,,,,,,,,,
